SUBJECT,COURSE,SECTION,courseTitle,BOOKTITLE,ISBN,PUBLISHER,REQUIRED,PRICES,MinPrice,enrollment,MinVal
AAS,4550,92813,BLACK ACTIVISM,Political Process & Devel Black Insurgency 1930-70,9780226555539,University of Chicago Press,Required,"Used $13.20, New $24.75, Used $24.75, New $33.00, Digital $32.99,",13.2,3.0,39.599999999999994
HS,8030,92844,RESEARCH METHOD &amp; DESIGN,Intro to Health Research Methods,9781284197563,Jones & Bartlett Learning,Required,"Used $39.46, Used $70.50, New $93.95, Digital $61.07,",39.46,1.0,39.46
POLS,8525,92553,PPE CAPSTONE,Honest Broker: Making Sense of Science in Policy & Politics,9780521694810,CAMBRIDGE UNIV PRESS.,Required,"Used $19.60, New $36.74, Used $36.75, New $48.99,",19.6,2.0,39.2
ENGL,8892,92208,MAJOR 20TH-C AMER WRITERS,Who's Afraid of Virginia Woolf?,9780451158710,New American Library,Required,"Used $3.52, Used $6.00,",3.52,11.0,38.72
GERO,4610,81162,PSYCHOLOGY OF AGING,Adult Development & Aging,9781119607878,"John Wiley & Sons, Incorporated",Required,"Digital $37.78, Used $120.75, New $160.75, Digital $89.95,",37.78,1.0,37.78
THEA,4070,89196,HON THEATRE HISTORY-CTW,Theatre Histories,9780415837965,Routledge,Required,"Used $37.78, New $67.46, Used $67.50, New $89.95,",37.78,1.0,37.78
HIST,3000,82913,HON INTRO TO HIST STUDIES-CTW,Pocket Guide to Writing in History,9781319244415,Bedford Saint Martin's (MPS),Required,"Used $18.80, New $35.25, Used $35.25, New $47.00,",18.8,2.0,37.6
WGSS,6910,92000,T COMMUNICATION &amp; GENDER,Gender in Communication,9781506358451,"Sage Publications, Incorporated",Required,"Used $37.50, Used $93.75, New $125.00,",37.5,1.0,37.5
WGSS,6910,92389,T WOMANISM &amp; SOCIAL CHANGE,Religion in the Kitchen,9781479839551,New York University Press,Required,"Used $12.00, New $22.50, Used $22.50, New $30.00, Digital $32.00,",12.0,3.0,36.0
BIOL,3820,86478,PLANT BIOLOGY,How Plants Work,9780691177496,Princeton Univ Press c/o Perseus,Required,"New $35.00,",35.0,1.0,35.0
AAS,6000,91055,PROSEMINAR IN AFRICANA STUDIES,Souls of Black Folk,9780300195828,Yale University Press c/o W.W. Norton,Required,"Used $3.18, Used $6.00,",3.18,11.0,34.980000000000004
WGSS,3030,87047,HON INTRO TO LGBT STUDIES,Fun Home,9780618871711,Houghton Mifflin Harcourt Company,Required,"Used $8.64, Used $14.25, New $18.99,",8.64,4.0,34.56
BUSA,3090,93281,SURVEY OF BUSINESS,Business Model Generation,9780470876411,"John Wiley & Sons, Incorporated",Required,"Used $16.28, New $27.75, Used $27.75, New $37.00, Digital $22.00,",16.28,2.0,32.56
EDMT,6560,93031,PRINCIPLES OF MATH INSTRUCTION,"Math Tools, Grades 3-12",9781452261393,"Sage Publications, Incorporated",Required,"Used $32.25, Digital $39.00,",32.25,1.0,32.25
EPSF,8270,92555,PHILOSOPHY OF EDUCATION,Emile,9781591021117,"Prometheus Books, Publishers",Required,"Used $6.40, Used $12.00,",6.4,5.0,32.0
ACT,3210,87821,ADVANCED ACTING,Great Acting Teachers & Their Methods,9781575250120,"Smith & Kraus Publishers, Incorporated",Required,"Used $7.98, New $14.96, Used $15.00, New $19.95,",7.98,4.0,31.92
COMM,6910,84939,T PUBLIC RELATIONS CAMPAIGN,"Associated Press Stylebook 2020 - 2022, 55th edition",9781541647572,Basic Books,Required,"Used $10.00, Used $18.75, New $24.99,",10.0,3.0,30.0
NURS,8050,81372,QUANT RESEARCH METHODS I,Publication Manual of APA,9781433832161,American Psychological Association,Recommended,"Used $14.08, New $23.99, Used $24.00, New $31.99,",14.08,2.0,28.16
MUS,4792,86031,JAZZ THEORY,Jazz Language,9780760400142,"Alfred Publishing Company, Incorporated",Required,"New $13.49, New $17.99,",13.49,2.0,26.98
AAS,4970,92845,TOPICS IN AFRICANA STUDIES,Welcome 2 Houston,9780252087295,University of Illinois Press,Required,"New $24.95,",24.95,1.0,24.95
MUA,1700,80684,BEGIN PIANO/NON-MUS MAJOR,Adult Piano Adventures (All-in-One)(w/Media Online) (Bk1),9781616773021,Hal Leonard Corp / EMAIL ONLY!,Required,"Used $8.00, New $10.99, Used $15.00, New $19.99,",8.0,3.0,24.0
JAPN,3081,91651,HON JAPANESE LANG AND SOCIETY,Seven Keys to Communicating in Japan,9781626164772,Georgetown University Press,Required,"Used $11.98, New $22.46, Used $22.50, New $29.95,",11.98,2.0,23.96
ENGL,3040,88038,HON INTRO TO LITERARY STUDIES,Dead,9780312080730,Bedford Saint Martin's (MPS),Required,"Used $11.80, Used $22.25,",11.8,2.0,23.6
ESL,7350,92618,ACAD WRITING/GRAD STUDENTS,Academic Writing for Graduate Students,9780472034758,University of Michigan Press,Required,"Used $10.80, Used $20.25, New $27.00,",10.8,2.0,21.6
ENGL,3180A,92522,HON CONTEMPORARY POETRY,Thrall,9780544586208,Harper Collins Publishers,Required,"Used $7.20, New $13.50, Used $13.50, New $18.00, Digital $14.99,",7.2,3.0,21.6
POLS,6525,92552,PPE CAPSTONE,Honest Broker: Making Sense of Science in Policy & Politics,9780521694810,CAMBRIDGE UNIV PRESS.,Required,"Used $19.60, New $36.74, Used $36.75, New $48.99,",19.6,1.0,19.6
ECON,8610,92558,PPE CAPSTONE,Honest Broker: Making Sense of Science in Policy & Politics,9780521694810,CAMBRIDGE UNIV PRESS.,Required,"Used $19.60, New $36.74, Used $36.75, New $48.99,",19.6,1.0,19.6
ENGL,8700,92201,20TH-CENTURY ENGLISH POETRY,Waste Land & Other Poems,9781593082796,"Barnes & Noble, Incorporated (Only Store or Web Orders Allowed)",Required,"Used $3.18, Used $6.00,",3.18,6.0,19.080000000000002
ENGL,3400,92525,"HON COURTIERS, CLERGY, AND",Book of the Courtier,9780393976069,"W. W. Norton & Company, Incorporated",Required,"Used $9.20, Used $17.25,",9.2,2.0,18.4
EXC,6350,92241,FOUNDATIONS DEAF EDUCATION,True Biz,9780593241523,Random House Trade Paperbacks,Required,"New $18.00,",18.0,1.0,18.0
AAS,6099,91607,"T Religion, Race, and Nation",Parable of the Sower,9781538732182,Hachette Book Group,Required,"Used $8.80, New $14.99, Used $15.00, New $19.99,",8.8,2.0,17.6
EPY,3010,86288,MEMORY&amp;COGNITION(REALWORLD),Busy Student's Guidebook to Success,9781479331017,CreateSpace,Required,"New $15.99,",15.99,1.0,15.99
PHIL,3330,84636,HON MIND AND BRAIN,Matter & Consciousness,9780262519588,MIT Press order from Random House,Required,"Used $12.00, Used $22.50,",12.0,1.0,12.0
ANTH,3120,87827,AFRICAN DIASPORA,"Life of Olaudah Equiano, etc (Unabridged)",9780486406619,DOVER PUB INC,Required,"Used $5.25, New $7.00,",5.25,2.0,10.5
ANTH,3770,91621,TRAGEDY AND COMEDY,Othello,9780486132655,Firebrand Books,Required,"Digital $0.52,",0.52,20.0,10.4
RELS,4775,92755,T CHAPLNCY &amp; SPRTLTY IN HLTHCR,Transforming Chaplaincy,9781725294530,Wipf & Stock Publishers,Required,"Digital $4.75,",4.75,2.0,9.5
APVC,2001,81935,VOICE-SOPHOMORE I,Sing Legato,9780849741524,Neil A. Kjos Music Company (EMAIL ORDERS),Required,"New $4.50,",4.5,2.0,9.0
APVC,4001,81954,VOICE-SENIOR I,Sing Legato,9780849741524,Neil A. Kjos Music Company (EMAIL ORDERS),Required,"New $4.50,",4.5,2.0,9.0
JOUR,4720,85050,HON RADIO NEWS &amp; PODCASTING,Sound Reporting: NPR Gde to Audio Journalism & Production,9780226431789,University of Chicago Press,Required,"Used $8.00, New $13.00, Used $15.00, New $20.00,",8.0,1.0,8.0
APVC,8004,81977,VOICE-GRADUATE IV,Sing Legato,9780849741524,Neil A. Kjos Music Company (EMAIL ORDERS),Required,"New $4.50,",4.5,1.0,4.5
APVC,3002,85682,VOICE-JUNIOR II,Sing Legato,9780849741524,Neil A. Kjos Music Company (EMAIL ORDERS),Required,"New $4.50,",4.5,1.0,4.5
GERO,4700,92956,T CHAPLNCY &amp; SPRTLTY IN HLTHCR,Working with Spiritual Struggles in Psychotherapy,9781462547876,Guilford Press,Recommended,"Digital $52.00,",52.0,0.0,0.0
APVC,4001,85804,VOICE-SENIOR I,Sing Legato,9780849741524,Neil A. Kjos Music Company (EMAIL ORDERS),Required,"New $4.50,",4.5,0.0,0.0
APVC,4001,85804,VOICE-SENIOR I,Singing Athlete,9781734636901,Ingram Book Company,Recommended,"New $44.95,",44.95,0.0,0.0
APVC,4001,85697,VOICE-SENIOR I,Sing Legato,9780849741524,Neil A. Kjos Music Company (EMAIL ORDERS),Required,"New $4.50,",4.5,0.0,0.0
APVC,4001,85697,VOICE-SENIOR I,Singing Athlete,9781734636901,Ingram Book Company,Recommended,"New $44.95,",44.95,0.0,0.0
APVC,3002,85692,VOICE-JUNIOR II,Sing Legato,9780849741524,Neil A. Kjos Music Company (EMAIL ORDERS),Required,"New $4.50,",4.5,0.0,0.0
MATH,1113,89514,PRECALCULUS,MyLab Math with Pearson eText -- Access Card -- for College Algebra and Trigonometry (18-Weeks),9780135923221,Pearson,Required,"Digital $120.00,",120.0,0.0,0.0
APVC,3002,85692,VOICE-JUNIOR II,Singing Athlete,9781734636901,Ingram Book Company,Recommended,"New $44.95,",44.95,0.0,0.0
MATH,1113,89511,PRECALCULUS,MyLab Math with Pearson eText -- Access Card -- for College Algebra and Trigonometry (18-Weeks),9780135923221,Pearson,Required,"Digital $120.00,",120.0,0.0,0.0
CHEM,4150,88011,HON INTRO TO BIOPHYSICAL CHEM,Physical Chemistry for the Life Sciences,9780199564286,Oxford University Press C/O INGRAM DISTRIBUTION SOLUTIONS,Recommended,"Used $90.30, Digital $55.99, Digital $64.60, Used $161.25, New $214.99, Digital $86.14,",55.99,0.0,0.0
APVC,3002,81952,VOICE-JUNIOR II,Sing Legato,9780849741524,Neil A. Kjos Music Company (EMAIL ORDERS),Required,"New $4.50,",4.5,0.0,0.0
APVC,3002,81952,VOICE-JUNIOR II,Singing Athlete,9781734636901,Ingram Book Company,Recommended,"New $44.95,",44.95,0.0,0.0
APVC,3001,85687,VOICE-JUNIOR I,Sing Legato,9780849741524,Neil A. Kjos Music Company (EMAIL ORDERS),Required,"New $4.50,",4.5,0.0,0.0
APVC,3001,85687,VOICE-JUNIOR I,Singing Athlete,9781734636901,Ingram Book Company,Recommended,"New $44.95,",44.95,0.0,0.0
APVC,3001,85676,VOICE-JUNIOR I,Sing Legato,9780849741524,Neil A. Kjos Music Company (EMAIL ORDERS),Required,"New $4.50,",4.5,0.0,0.0
APVC,3001,85676,VOICE-JUNIOR I,Singing Athlete,9781734636901,Ingram Book Company,Recommended,"New $44.95,",44.95,0.0,0.0
APVC,3001,81944,VOICE-JUNIOR I,Sing Legato,9780849741524,Neil A. Kjos Music Company (EMAIL ORDERS),Required,"New $4.50,",4.5,0.0,0.0
APVC,3001,81944,VOICE-JUNIOR I,Singing Athlete,9781734636901,Ingram Book Company,Recommended,"New $44.95,",44.95,0.0,0.0
PHYS,7111,82099,INTRO TO PHYSICS FOR TEACHER I,Student Wkbk (w/Modified Mastering for Coll Physics),9780135320129,Pearson Learning Solutions,Required,"New $236.25,",236.25,0.0,0.0
GERO,4700,92956,T CHAPLNCY &amp; SPRTLTY IN HLTHCR,Transforming Chaplaincy,9781725294530,Wipf & Stock Publishers,Required,"Digital $4.75,",4.75,0.0,0.0
APVC,4002,81959,VOICE-SENIOR II,Singing Athlete,9781734636901,Ingram Book Company,Recommended,"New $44.95,",44.95,0.0,0.0
APVC,2002,85669,VOICE-SOPHOMORE II,Sing Legato,9780849741524,Neil A. Kjos Music Company (EMAIL ORDERS),Required,"New $4.50,",4.5,0.0,0.0
APVC,4002,81959,VOICE-SENIOR II,Sing Legato,9780849741524,Neil A. Kjos Music Company (EMAIL ORDERS),Required,"New $4.50,",4.5,0.0,0.0
EXC,4330,89046,PHYSICAL HLTH MGT STU W/DISAB,"Understanding Physical, Health, & Multiple Disabilities",9780132402736,Pearson,Required,"Used $109.20, New $195.00, Used $195.00, New $260.00,",109.2,0.0,0.0
EXC,4280,84545,METHODS TEACHG INTELLECT/ASD,Systematic Instruction for Students with Moderate & Severe Disabilities,9781681254388,Paul H. Brookes Publishing Company,Required,"Used $37.50, New $49.95,",37.5,0.0,0.0
JOUR,4030,91175,HON JOURNALISM PRACTICUM,Television Field Production & Reporting,9780415787666,Routledge,Recommended,"Used $75.60, New $135.00, Used $135.00, New $180.00,",75.6,0.0,0.0
SCOM,1000,92965,HUMAN COMMUNICATION,SCOM 1000: FOLLETT DPF CUSTOM SITE ECOMM Connect for Human Communication: A Critical Reader 180 DAYS ACCESS ENTRP,9781266712623,McGraw-Hill Higher Education,Required,"Digital $85.00,",85.0,0.0,0.0
APVC,8302,91544,AC: VOICE-GRADUATE II,Sing Legato,9780849741524,Neil A. Kjos Music Company (EMAIL ORDERS),Required,"New $4.50,",4.5,0.0,0.0
JOUR,3900,89397,HON DIGITAL JOURNALISM,Broadcast News in the Digital Age,9781000518603,"Taylor & Francis Group, LLC",Required,"Digital $48.99,",48.99,0.0,0.0
BIOL,3800,82174,HON MOLECULAR CELL BIOLOGY,Becker's World of the Cell (RRPHE),9780135259498,PH - (Rental Rev Share) IST from 1594 ONLY,Required,"Used $79.99, New $79.99,",79.99,0.0,0.0
EXC,4250,86290,CHARACTERISTIC INTLLCT DIS/ASD,Special Education: Contemporary Perspectives School Pro (RRPHE),9780137523375,PH - (Rental Rev Share) IST from 1594 ONLY,Required,"Used $79.99, New $79.99,",79.99,0.0,0.0
APVC,8301,91543,AC: VOICE-GRADUATE I,Sing Legato,9780849741524,Neil A. Kjos Music Company (EMAIL ORDERS),Required,"New $4.50,",4.5,0.0,0.0
APVC,8003,81975,VOICE-GRADUATE III,Sing Legato,9780849741524,Neil A. Kjos Music Company (EMAIL ORDERS),Required,"New $4.50,",4.5,0.0,0.0
APVC,8002,81968,VOICE-GRADUATE II,Sing Legato,9780849741524,Neil A. Kjos Music Company (EMAIL ORDERS),Required,"New $4.50,",4.5,0.0,0.0
APVC,8001,81967,VOICE-GRADUATE I,Sing Legato,9780849741524,Neil A. Kjos Music Company (EMAIL ORDERS),Required,"New $4.50,",4.5,0.0,0.0
APVC,6000,80040,VOICE - GRAD SECONDARY,Sing Legato,9780849741524,Neil A. Kjos Music Company (EMAIL ORDERS),Required,"New $4.50,",4.5,0.0,0.0
PHIL,8610,92551,PPE CAPSTONE,Honest Broker: Making Sense of Science in Policy & Politics,9780521694810,CAMBRIDGE UNIV PRESS.,Required,"Used $19.60, New $36.74, Used $36.75, New $48.99,",19.6,0.0,0.0
APVC,4002,85807,VOICE-SENIOR II,Sing Legato,9780849741524,Neil A. Kjos Music Company (EMAIL ORDERS),Required,"New $4.50,",4.5,0.0,0.0
URB,8660,86384,URBAN ENVIRONMENTS,Urban Ecosystems,9780521746137,CAMBRIDGE UNIV PRESS.,Recommended,"New $73.99,",73.99,0.0,0.0
APVC,4002,85807,VOICE-SENIOR II,Singing Athlete,9781734636901,Ingram Book Company,Recommended,"New $44.95,",44.95,0.0,0.0
BIOL,4200,88672,HON NEUROSCIENCE OF MEMORY,Neurobiology of Learning & Memory,9781605359342,"Sinauer Associates, Incorporated order from OUP",Required,"Digital $64.99, Digital $74.98, New $189.99, Digital $99.98,",64.99,0.0,0.0
BIOL,4210,88681,HON NEURO MOTIVATION &amp; EMOTION,Behavioral Neuroscience,9781544393803,"Sage Publications, Incorporated",Required,"New $179.00,",179.0,0.0,0.0
PSYC,4200,88675,HON NEUROSCIENCE OF MEMORY,Neurobiology of Learning & Memory,9781605359342,"Sinauer Associates, Incorporated order from OUP",Required,"Digital $64.99, Digital $74.98, New $189.99, Digital $99.98,",64.99,0.0,0.0
APVC,1000,80037,VOICE - SECONDARY,Sing Legato,9780849741524,Neil A. Kjos Music Company (EMAIL ORDERS),Required,"New $4.50,",4.5,0.0,0.0
APVC,1002,81929,VOICE-FRESHMAN II,Sing Legato,9780849741524,Neil A. Kjos Music Company (EMAIL ORDERS),Required,"New $4.50,",4.5,0.0,0.0
APVC,1002,81929,VOICE-FRESHMAN II,Singing Athlete,9781734636901,Ingram Book Company,Recommended,"New $44.95,",44.95,0.0,0.0
RELS,4775,92756,HON T CHPLNCY &amp; SPRTLTY HLTHCR,Transforming Chaplaincy,9781725294530,Wipf & Stock Publishers,Required,"Digital $4.75,",4.75,0.0,0.0
SCOM,4800,92696,HON COMMUNICATION &amp; DIVERSITY,Dynamics of Intergroup Communication,9781433103971,"Peter Lang Publishing, (EMAIL ORDERS ONLY)",Required,"Used $21.00, Used $39.50, New $52.50,",21.0,0.0,0.0
RELS,4775,92756,HON T CHPLNCY &amp; SPRTLTY HLTHCR,Working with Spiritual Struggles in Psychotherapy,9781462547876,Guilford Press,Recommended,"Digital $52.00,",52.0,0.0,0.0
RELS,4280,91608,WOMANISM AND SOCIAL CHANGE,Teaching to Live,9780197663424,Oxford University Press C/O INGRAM DISTRIBUTION SOLUTIONS,Required,"New $29.95,",29.95,0.0,0.0
APVC,1001,81928,VOICE-FRESHMAN I,Sing Legato,9780849741524,Neil A. Kjos Music Company (EMAIL ORDERS),Required,"New $4.50,",4.5,0.0,0.0
APVC,1001,81928,VOICE-FRESHMAN I,Singing Athlete,9781734636901,Ingram Book Company,Recommended,"New $44.95,",44.95,0.0,0.0
APVC,1000,80037,VOICE - SECONDARY,Singing Athlete,9781734636901,Ingram Book Company,Recommended,"New $44.95,",44.95,0.0,0.0
BIOL,7850,82363,ANIMAL BIOLOGY LAB,Exercises for the Zoology Laboratory,9781617317774,Top Hat Monocle,Required,"Digital $42.00,",42.0,0.0,0.0
NEUR,4250,88678,HON NEURO MOTIVATION &amp; EMOTION,Behavioral Neuroscience,9781544393803,"Sage Publications, Incorporated",Required,"Digital $76.13, New $179.00,",76.13,0.0,0.0
RELS,4280,91608,WOMANISM AND SOCIAL CHANGE,Healing Justice Lineages,9781623177140,North Atlantic Books,Recommended,"New $19.95,",19.95,0.0,0.0
RELS,3270,86850,HON RELIGIOUS TRADITNS OF WRLD,Encountering World Religions,9780310588603,Zondervan,Required,"Used $8.40, Used $15.75, Digital $9.99,",8.4,0.0,0.0
PSYC,4650,92957,T CHAPLNCY &amp; SPRTLTY IN HLTHCR,Transforming Chaplaincy,9781725294530,Wipf & Stock Publishers,Required,"Digital $4.75,",4.75,0.0,0.0
PSYC,4650,92957,T CHAPLNCY &amp; SPRTLTY IN HLTHCR,Working with Spiritual Struggles in Psychotherapy,9781462547876,Guilford Press,Recommended,"Digital $52.00,",52.0,0.0,0.0
NEUR,4020,88127,HON COGNITIVE NEUROSCIENCE,Cognitive Neuroscience 5e Access EBZAPS+Videos Reg Card,9780393667837,"W. W. Norton & Company, Incorporated",Required,"New $99.00,",99.0,0.0,0.0
PSYC,4250,88684,HON NEURO MOTIVATION &amp; EMOTION,Behavioral Neuroscience,9781544393803,"Sage Publications, Incorporated",Required,"New $179.00,",179.0,0.0,0.0
CNHP,8200,85823,INSTRMNT EVAL &amp; CONSTRCTN,Discovering Statistics Using IBM SPSS (EU Edition),9781526419521,"Sage Publications, Incorporated",Recommended,"New $62.00,",62.0,0.0,0.0
BIOL,7850,84555,ANIMAL BIOLOGY LAB,Exercises for the Zoology Laboratory,9781617317767,Morton Publishing Company,Required,"New $52.28,",52.28,0.0,0.0
NURS,3180,91310,HEALTH ASSESSMENT LPN-BS,Lippinoctt CoursePoint Enhanced for Hogan-Quigley & Palm: Bates' Nursing Guide to Physical Examination & History Taking,9781975187729,Wolters Kluwer Health / Lippincott Williams & Wilkins,Required,"New $169.32,",169.32,0.0,0.0
PHYS,7112,82100,INTRO TO PHYSICS FOR TEACH II,Modified Mastering for College Physics w/Wkbk (CUSTOM),9780135320143,Pearson Learning Solutions,Required,"New $236.25,",236.25,0.0,0.0
ENGL,1101,80140,ENGLISH COMPOSITION I,GSU Composition I Guide to First-Year Writing: ENGL 1101,9781644852682,Top Hat Monocle,Required,"Digital $43.75,",43.75,0.0,0.0
PHYS,7460,82553,MOD PHYS FOR SEC TCHR I,Modern Physics (LL),9781119495550,"John Wiley & Sons, Incorporated",Required,"Used $120.75, New $160.75, Digital $103.95,",103.95,0.0,0.0
APVC,2002,85669,VOICE-SOPHOMORE II,Singing Athlete,9781734636901,Ingram Book Company,Recommended,"New $44.95,",44.95,0.0,0.0
PHYS,7700,81244,ELECTRICITY AND MAGNETISM,Intro to Electrodynamics,9780321856562,Pearson,Required,"Used $89.36, Used $159.75,",89.36,0.0,0.0
NURS,4820,89570,SENIOR PRACTICUM LPN-BSN,NCLEX-RN PassPoint (12 Month Access Card),9781469809359,Wolters Kluwer Health / Lippincott Williams & Wilkins,Required,"New $199.99,",199.99,0.0,0.0
NURS,4600,92882,HON LDRSHP &amp; MGMT IN NURS-CTW,Leadership Roles and Management Functions in Nursing: Theory and Application,9781975139216,Wolters Kluwer Health / Lippincott Williams & Wilkins,Required,"Used $39.06, Used $69.75, New $92.99,",39.06,0.0,0.0
AH,6200,91986,ART &amp; ARCH OF MIDDLE AGES,Medieval Art 250-1450,9780190499693,Oxford University Press C/O INGRAM DISTRIBUTION SOLUTIONS,Required,"Used $82.50,",82.5,0.0,0.0
MUS,1430,93358,FUNDAMENTALS OF MUSIC THEORY,The Musician's Guide to Fundamentals (with Total Access),9780393664409,"W. W. Norton & Company, Incorporated Courseware",Required,"Digital $70.00,",70.0,0.0,0.0
ENGL,1101,80667,ENGLISH COMPOSITION I,GSU Composition I Guide to First-Year Writing: ENGL 1101,9781644852682,Top Hat Monocle,Required,"Digital $43.75,",43.75,0.0,0.0
SCOM,3050,85129,HON SPCH COMMUN RESRCH METHODS,Media & Communication Research Methods,9781483377568,"Sage Publications, Incorporated",Required,"Used $34.02, Used $60.75,",34.02,0.0,0.0
LAW,7366,92463,LEGAL INNOVATION,Tomorrow's Lawyers,9780192864727,Oxford University Press C/O INGRAM DISTRIBUTION SOLUTIONS,Required,"Digital $9.74, Digital $11.24, New $20.99, Digital $14.99,",9.74,0.0,0.0
LT,3737,85735,INVENTING TO LEARN,Maker-Centered Learning,9781119259701,Jossey-Bass (USE JB),Required,"Used $13.18, Used $24.75,",13.18,0.0,0.0
APVC,2002,81941,VOICE-SOPHOMORE II,Sing Legato,9780849741524,Neil A. Kjos Music Company (EMAIL ORDERS),Required,"New $4.50,",4.5,0.0,0.0
BIOL,7440,82581,FUNDAMENTALS OF EVOLUTION,Evolution,9781319079864,W. H. Freeman & Company,Required,"Used $87.26, Used $156.00, New $207.75,",87.26,0.0,0.0
APVC,2002,81941,VOICE-SOPHOMORE II,Singing Athlete,9781734636901,Ingram Book Company,Recommended,"New $44.95,",44.95,0.0,0.0
APVC,2001,85665,VOICE-SOPHOMORE I,Sing Legato,9780849741524,Neil A. Kjos Music Company (EMAIL ORDERS),Required,"New $4.50,",4.5,0.0,0.0
APVC,2001,85665,VOICE-SOPHOMORE I,Singing Athlete,9781734636901,Ingram Book Company,Recommended,"New $44.95,",44.95,0.0,0.0
SCOM,3250,85912,HON PERSUASION-CTW,"Persuasion: Integrating Theory, Research w/KHP Content & KHQ 180 days",9781792446191,Kendall Hunt Publishing Company,Required,"New $121.55,",121.55,0.0,0.0
BIOL,7840,80063,ANIMAL BIOLOGY,Integrated Prin of Zoology (RRMCG),9781260205190,McGraw-Hill (Rental Revenue),Required,"Used $70.01, New $70.01,",70.01,0.0,0.0
CNHP,8200,85823,INSTRMNT EVAL &amp; CONSTRCTN,Measurement in Nursing & Health Research,9780826170613,Springer Publishing Company,Required,"Used $52.80, Used $99.00, New $132.00,",52.8,0.0,0.0
3DS,3000,80380,INTRO TO SCULPTURE,Course Materials have not been determined. Check back soon for updates.,,,,,,11.0,
3DS,3000,80381,INTRO TO SCULPTURE,NO BOOKS FOR COURSE,,,,,,11.0,
3DS,3000,85364,INTRO TO SCULPTURE,Course Materials have not been determined. Check back soon for updates.,,,,,,12.0,
3DS,3050,80574,HAND BUILDING I,Course Materials have not been determined. Check back soon for updates.,,,,,,11.0,
3DS,3050,85216,HAND BUILDING I,Course Materials have not been determined. Check back soon for updates.,,,,,,11.0,
3DS,3050,90674,HAND BUILDING I,Course Materials have not been determined. Check back soon for updates.,,,,,,10.0,
3DS,3100,86802,MOLDMAKING,NO BOOKS FOR COURSE,,,,,,10.0,
3DS,3150,85217,WHEEL THROWING I,NO BOOKS FOR COURSE,,,,,,15.0,
3DS,3150,90673,WHEEL THROWING I,NO BOOKS FOR COURSE,,,,,,16.0,
3DS,3650,91992,CERAMICS MATERIAL,Course Materials have not been determined. Check back soon for updates.,,,,,,10.0,
3DS,3750,91993,CERAMIC SURFACE,NO BOOKS FOR COURSE,,,,,,10.0,
3DS,3900,91994,SEL TP SCUL: METAL CASTING,Course Materials have not been determined. Check back soon for updates.,,,,,,8.0,
3DS,3920,91995,CONTEMPORARY CERAMIC HISTORY,Course Materials have not been determined. Check back soon for updates.,,,,,,12.0,
3DS,4500,92517,DIR ST SCUL: METAL FABRICATION,Course Materials have not been determined. Check back soon for updates.,,,,,,11.0,
3DS,4930,85130,INTERNSHIP,NO BOOKS FOR COURSE,,,,,,0.0,
3DS,4930,91548,INTERNSHIP,NO BOOKS FOR COURSE,,,,,,0.0,
3DS,4940,84197,SCULPTURE PORTFOLIO I,Course Materials have not been determined. Check back soon for updates.,,,,,,0.0,
3DS,4945,84198,CERAMIC PORTFOLIO I,Course Materials have not been determined. Check back soon for updates.,,,,,,3.0,
3DS,4950,84199,SCULPTURE PORTFOLIO II - CTW,Course Materials have not been determined. Check back soon for updates.,,,,,,2.0,
3DS,4955,84200,CERAMIC PORTFOLIO II-CTW,Course Materials have not been determined. Check back soon for updates.,,,,,,1.0,
3DS,4980,86907,SPECIAL PROBLEMS,NO BOOKS FOR COURSE,,,,,,2.0,
3DS,4980,90150,SPECIAL PROBLEMS,NO BOOKS FOR COURSE,,,,,,0.0,
AAS,1141,89473,AFRICAN AMERICAN HISTORY I,Course Materials have not been determined. Check back soon for updates.,,,,,,23.0,
AAS,1141,92048,AFRICAN AMERICAN HISTORY I,NO BOOKS FOR COURSE,,,,,,65.0,
AAS,1141,92960,AFRICAN AMERICAN HISTORY I,Course Materials have not been determined. Check back soon for updates.,,,,,,26.0,
AAS,1142,92309,AFRICAN AMERICAN HISTORY II,Course Materials have not been determined. Check back soon for updates.,,,,,,52.0,
AAS,3670,91186,SOCIAL JUSTICE IN SPORTS,NO BOOKS FOR COURSE,,,,,,36.0,
AAS,3750,90272,RACE AND RACISM,NO BOOKS FOR COURSE,,,,,,6.0,
AAS,3960,89579,AFRICAN-AMERICAN LIT BY WOMEN,Course Materials have not been determined. Check back soon for updates.,,,,,,13.0,
AAS,3980,87933,RESEARCH METHS AAS-CTW,Course Materials have not been determined. Check back soon for updates.,,,,,,9.0,
AAS,4000,92679,ISSUES IN AFRICAN-AM COMMUNITY,NO BOOKS FOR COURSE,,,,,,20.0,
AAS,4010,92657,CIVIC ENGAGEMENT IN AAS,NO BOOKS FOR COURSE,,,,,,2.0,
AAS,4125,92386,BLACK FEMINIST THOUGHT,NO BOOKS FOR COURSE,,,,,,5.0,
AAS,4870,92934,HONORS THESIS I,Course Materials have not been determined. Check back soon for updates.,,,,,,1.0,
AAS,4880,92935,HONORS THESIS II,Course Materials have not been determined. Check back soon for updates.,,,,,,1.0,
AAS,4950,92068,AFRICAN-AMER POPULAR CULTURE,Course Materials have not been determined. Check back soon for updates.,,,,,,13.0,
AAS,4970,93349,T AFRICAN-AMERI WOMEN IN U.S,Course Materials have not been determined. Check back soon for updates.,,,,,,0.0,
AAS,4999,80003,DIRECTED READINGS,NO BOOKS FOR COURSE,,,,,,0.0,
