0,1,2,3,4,5,6,7,8,9,10,11,12,13
IEP,940,81998,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
FI,4470,87760,403,NO BOOKS FOR COURSE,,,,,,,,,
MGT,4700,88868,403,Operations & Supply Chain Management,Required,"New $72.00,",Edition: 11th,ISBN: 9781119905684,Author: Russell,"Publisher: John Wiley & Sons, Incorporated",,Publication Date: TBD,
MGT,4700,88868,403,Operations & Supply Chain Management (LL),Required,"Used $156.00, New $208.00,",Edition: 10th,ISBN: 9781119577652,Author: Russell,"Publisher: John Wiley & Sons, Incorporated",Formats: Loose-Leaf,Copyright Year: 2019,Publication Date: TBD
MGT,4700,88868,403,Operations and Supply Chain Management,Required,"Digital $67.60,",Edition: 11th,ISBN: 9781119905622,Author: Russell,"Publisher: John Wiley & Sons, Incorporated",Formats: BryteWave Format,Publication Date: TBD,
KH,3040,87819,403,Instructional Models for Physical Education,Required,"Digital $60.86, Used $62.25, New $82.99,",Edition: 4th,ISBN: 9780367532246,Author: Metzler,Publisher: Routledge,"Formats: PAPERBACK, BryteWave Format",Publication Date: TBD,
CNHP,3000,82450,403,NO BOOKS FOR COURSE,,,,,,,,,
IEP,530,90146,403,Absolutely True Diary of a Part-Time Indian,Required,"Used $7.92, Used $13.50,",ISBN: 9780316013697,Author: Alexie,Publisher: Little Brown & Company,Formats: PAPERBACK,Copyright Year: 2007,Publication Date: TBD,
IEP,530,90146,403,Holes,Required,"Used $3.96, Used $6.75,",ISBN: 9780440414803,Author: Sachar,Publisher: Penguin Mass Market,Formats: PAPERBACK,Copyright Year: 1998,Publication Date: TBD,
MUA,1700,80241,403,Adult Piano Adventures (All-in-One)(w/Media Online) (Bk1),Required,"Used $8.00, New $10.99, Used $15.00, New $19.99,",ISBN: 9781616773021,Author: Faber,Publisher: Hal Leonard Corp / EMAIL ONLY!,Formats: Spiral,Copyright Year: 2001,Publication Date: TBD,
PMAP,4511,93042,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
CIS,3100,92983,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
MK,4300,88951,403,Connect Online Access for M: Advertising,Required,"Digital $157.75,",Edition: 4th,ISBN: 9781264058549,Author: Arens,Publisher: McGraw-Hill,Formats: BryteWave Format,Publication Date: TBD,
HIST,4325,87946,403,NO BOOKS FOR COURSE,,,,,,,,,
MUS,4460,86314,403,Anthology of Post-Tonal Music,Required,"Used $50.25, New $66.99,",Edition: 2nd,ISBN: 9780367355388,Author: Roig-Francoli,Publisher: Routledge,Formats: PAPERBACK,Copyright Year: 2021,Publication Date: TBD
MUS,4460,86314,403,Understanding Post-Tonal Music,Required,"Used $90.00, New $120.00,",ISBN: 9780367355357,Author: Roig-Francoli,Publisher: Routledge,,Publication Date: TBD,,
MUS,4460,86314,403,Understanding Post-Tonal Music,Recommended,"Used $67.90, Used $127.50,",ISBN: 9780072936247,Author: Roig-Francoli,Publisher: McGraw-Hill,Formats: PAPERBACK,Copyright Year: 2008,Publication Date: TBD,
MUS,3080A,82172,403,NO BOOKS FOR COURSE,,,,,,,,,
ENGL,4300,81625,403,Sweet Flypaper of Life,Required,"New $24.95,",ISBN: 9780999843819,Author: Hughes,Publisher: Simon & Schuster,Formats: PAPERBACK,Copyright Year: 2018,Publication Date: TBD,
ENGL,4300,81625,403,Hold Still,Required,"Used $8.80, Used $16.50,",ISBN: 9780316247757,Author: Mann,Publisher: Little Brown & Company,Formats: PAPERBACK,Publication Date: TBD,,
ENGL,4300,81625,403,On Photography,Required,"Used $7.60, New $12.35, Used $14.25, New $19.00,",ISBN: 9780312420093,Author: Sontag,Publisher: St. Martin's Press (List Price Bks Only),Formats: PAPERBACK,Copyright Year: 1977,Publication Date: TBD,
ENGL,4300,81625,403,Storyteller,Required,"Used $10.40, New $19.50, Used $19.50, New $26.00,",ISBN: 9780143121282,Author: Silko,Publisher: Penguin Random House LLC,Formats: PAPERBACK,Copyright Year: 2012,Publication Date: TBD,
SCOM,4400,83560,403,"Pearson eText Language Development: An Introduction -- Instant Access Pearson+ Single Title Subscription, 4-Month Term",Required,"Digital $43.96,",Edition: 10th,ISBN: 9780136616092,Author: Owens,Publisher: Pearson+ Subscriptions,Formats: BryteWave Format,Publication Date: TBD,
JOUR,4720,84871,403,Broadcast News & Writing Stylebook,Required,"Used $40.30, Used $72.00,",Edition: 6th,ISBN: 9781138682610,Author: Papper,Publisher: Routledge,Formats: PAPERBACK,Copyright Year: 2017,Publication Date: TBD
JOUR,4720,84871,403,Sound Reporting: NPR Gde to Audio Journalism & Production,Required,"Used $8.00, New $13.00, Used $15.00, New $20.00,",ISBN: 9780226431789,Author: Kern,Publisher: University of Chicago Press,Formats: PAPERBACK,Copyright Year: 2008,Publication Date: TBD,
CSC,4760,91709,403,NO BOOKS FOR COURSE,,,,,,,,,
ENI,3400,86646,403,NO BOOKS FOR COURSE,,,,,,,,,
KH,3650,81534,403,Exercise Physiology: Theory & Application to Fitness (RRMCG),Required,"Used $70.01, New $70.01,",Edition: 12th,ISBN: 9781264529810,Author: Powers,Publisher: McGraw-Hill (Rental Revenue),Formats: Hardcover,Copyright Year: 2024,Publication Date: TBD
LGLS,3610,87711,403,The Legal Environment of Business,Required,"Digital $56.49,",Edition: 12th,ISBN: 9798214048536,Author: Crossmiller,Publisher: Cengage Learning,Formats: BryteWave Format,Publication Date: TBD,
URB,3010,85366,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
GRMN,3301,91963,403,"MindTap for Augustyn/Euba's Stationen, 4 terms Instant Access",Required,"Digital $174.75,",Edition: 4th,ISBN: 9780357029916,Author: Prisca AugustynNikolaus Euba,Publisher: Cengage Learning,Formats: TXT,Publication Date: TBD,
NEUR,4250,88677,403,Behavioral Neuroscience,Required Choose Only 1 of 1,"Digital $76.13, New $179.00,",ISBN: 9781544393803,Author: Gaskin,"Publisher: Sage Publications, Incorporated","Formats: PAPERBACK, BryteWave Format",Copyright Year: 2020,Publication Date: TBD,
MATH,2211,88258,403,"WebAssign for Stewart/Clegg/Watson's Calculus: Early Transcendentals, Multi-Term Instant Access",Required Choose Only 1 of 2,"Digital $189.50,",Edition: 9th,ISBN: 9780357128930,Author: James Stewartdaniel K. Clegg,Publisher: Cengage Learning,Formats: TXT,Publication Date: TBD,
MATH,2211,88258,403,"WebAssign for Stewart/Clegg/Watson's Calculus: Early Transcendentals, Single-Term Instant Access",Required Choose Only 1 of 2,"Digital $114.00,",Edition: 9th,ISBN: 9780357128916,Author: Stewart Clegg Watson,Publisher: Cengage Learning Custom Publishing,Formats: Adobe Ebook Reader,Publication Date: TBD,
CHEM,2100,87142,403,"Free ""Open Educational Resources"" are required for this course. Please see your Instructor.",,,,,,,,,
WGSS,4130,91999,403,Gender in Communication,Required,"Used $37.50, Used $93.75, New $125.00,",Edition: 3rd,ISBN: 9781506358451,Author: Palczewski,"Publisher: Sage Publications, Incorporated",Formats: PAPERBACK,Copyright Year: 2018,Publication Date: TBD
CHEM,2100,84703,403,NO BOOKS FOR COURSE,,,,,,,,,
MTM,4910,80239,403,NO BOOKS FOR COURSE,,,,,,,,,
PSYC,4610,88245,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
HIST,4990,80193,403,Medieval Heresies,Required,"New $29.99,",ISBN: 9781107607019,Author: Ames,Publisher: CAMBRIDGE UNIV PRESS.,Formats: PAPERBACK,Copyright Year: 2015,Publication Date: TBD,
WGSS,4750,87059,403,NO BOOKS FOR COURSE,,,,,,,,,
ANTH,4040,80682,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
MGT,9950,92830,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
NUTR,6003,84518,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
SW,8100,92155,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
LT,9850,83012,403,NO BOOKS FOR COURSE,,,,,,,,,
BUSA,4500,84217,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
NUTR,6300,82946,403,Nutrition Counseling & Education Skills: Practical Guide,Required,"Used $100.50, New $133.95, Digital $87.07,",Edition: 8th,ISBN: 9781284238532,Author: Beto,Publisher: Jones & Bartlett Learning,"Formats: PAPERBACK, BryteWave Format",Copyright Year: 2024,Publication Date: TBD
HADM,4900,80519,403,NO BOOKS FOR COURSE,,,,,,,,,
FI,3300,80505,403,Lectures in Corporate Finance (w/Webcom Access),Required,"New $152.81,",Edition: 6th,ISBN: 9781465201478,Author: Kale,Publisher: Kendall Hunt Publishing Company,,Copyright Year: 2013,Publication Date: TBD
WGSS,8005,81620,403,NO BOOKS FOR COURSE,,,,,,,,,
IEP,930,82289,403,NO BOOKS FOR COURSE,,,,,,,,,
CHEM,4660,91181,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
CHEM,4670,92488,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
HI,7600,90342,403,NO BOOKS FOR COURSE,,,,,,,,,
LAW,7211E,91653,403,Intro to Transactional Lawyering Practice,Required,"Used $91.50, New $122.00,",Edition: 2nd,ISBN: 9781642427950,Author: Alvarez,Publisher: West Academic,Formats: PAPERBACK,Copyright Year: 2022,Publication Date: TBD
LAW,7211E,91653,403,Legend of the Black Mecca,Required,"Used $21.00,",ISBN: 9781469654751,Author: Hobson,Publisher: University of North Carolina Press,Formats: PAPERBACK,Publication Date: TBD,,
PHIL,6130,91834,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
PHIL,6820,85342,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
GEOL,3000,86354,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
PHYS,8510,91876,403,Solid State Physics,Required,"Used $101.40, Used $190.25,",ISBN: 9780030839931,Author: Ashcroft,Publisher: Cengage Learning,Formats: PAPERBACK,Copyright Year: 1976,Publication Date: TBD,
ECON,8000,92220,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
AS,4140,92250,403,NO BOOKS FOR COURSE,,,,,,,,,
JOUR,3900,83253,403,Broadcast News in the Digital Age,Required,"Digital $48.99,",ISBN: 9781000518603,Author: Sidlow,"Publisher: Taylor & Francis Group, LLC",Formats: BryteWave Format,Publication Date: TBD,,
CIS,3620,91030,403,NO BOOKS FOR COURSE,,,,,,,,,
LAW,6040E,88181,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
CSD,4480,89334,403,Intro to Audiology,Required,"Used $86.00, Used $153.75, New $204.75,",Edition: 13th,ISBN: 9780134695044,Author: Martin,Publisher: Pearson,Formats: PAPERBACK,Copyright Year: 2019,Publication Date: TBD
IEP,840,81488,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
IEP,540,83063,403,Giver (Movie Tie In Edition),Required,"Used $4.80, Used $9.00,",ISBN: 9780544340688,Author: Lowry,Publisher: Houghton Mifflin Company,Formats: PAPERBACK,Copyright Year: 2014,Publication Date: TBD,
IEP,540,83063,403,Having Our Say (Rack Size),Required,"Used $4.00, Used $7.50,",ISBN: 9780440220428,Author: Delany,Publisher: Dell Publishing,Formats: PAPERBACK,Copyright Year: 1993,Publication Date: TBD,
IEP,540,83063,403,Curious Incident of the Dog in the Night-Time,Required,"Used $7.28, Used $12.00,",ISBN: 9781400032716,Author: Haddon,Publisher: Penguin Random House LLC,Formats: PAPERBACK,Copyright Year: 2003,Publication Date: TBD,
POLS,2401,81182,403,"Bundle: Global Issues, Brown + TH Classroom Digital",Required,"Digital $86.25,",Edition: 1st,ISBN: 9781778772887,Author: Top Hat,Publisher: Top Hat Monocle,Formats: Adobe Ebook Reader,Copyright Year: 2023,Publication Date: TBD
POLS,2401,81182,403,Girl with Seven Names,Required,"New $19.99,",ISBN: 9780007554850,Author: Lee,Publisher: Harper Collins Publishers,Formats: PAPERBACK,Copyright Year: 2016,Publication Date: TBD,
FREN,3023,91772,403,NO BOOKS FOR COURSE,,,,,,,,,
CPS,8680,82305,403,NO BOOKS FOR COURSE,,,,,,,,,
OT,8240,93228,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
CRJU,8900,87229,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
GEOG,1113L,87289,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
GEOL,4830,88150,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
IEP,630,87721,403,Longman Academic Writing 3: Paragraphs to Essays,Required,"Used $18.90, Used $47.25,",Edition: 4th,ISBN: 9780132915663,Author: Oshima,Publisher: Pearson,Formats: PAPERBACK,Copyright Year: 2014,Publication Date: TBD
IEP,630,87721,403,Great Writing 3: From Great Paragraphs to Great Essays (Bk3),Required,"Used $28.60, New $53.63, Used $53.75, New $71.50,",Edition: 5th,ISBN: 9780357020845,Author: Folse,Publisher: Cengage Learning,Formats: PAPERBACK,Copyright Year: 2019,Publication Date: TBD
TX,8080,92787,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
EDCI,8400,83448,403,We Want to Do More Than Survive,Required,"Used $6.78, New $11.02, Used $12.75, New $16.95,",ISBN: 9780807028346,Author: Love,Publisher: Penguin Random House LLC,Formats: PAPERBACK,Copyright Year: 2020,Publication Date: TBD,
EDCI,8400,83448,403,Publication Manual of APA,Required,"Used $19.80, New $33.74, Used $33.75, New $44.99,",Edition: 7th,ISBN: 9781433832178,Author: American Psychological Association,Publisher: American Psychological Association,Formats: Spiral,Copyright Year: 2019,Publication Date: TBD
EDCI,8400,83448,403,Curriculum Studies Reader,Required,"New $79.95,",Edition: 6th,ISBN: 9780367648398,Author: Flinders,Publisher: Routledge,Formats: PAPERBACK,Copyright Year: 2022,Publication Date: TBD
GEOG,4530,85738,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
EPEL,8650,86113,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
GSU,1010,86789,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
WGSS,3150,88923,403,Sex Matters,Required,"Used $51.98, Used $93.00, New $123.75,",Edition: 5th,ISBN: 9780393623581,Author: Stombler,Publisher: W. W.Norton Co. Inc,Formats: PAPERBACK,Copyright Year: 2019,Publication Date: TBD
MATH,8110,88118,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
CHEM,6871,90849,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
ASTR,8850,91744,403,NO BOOKS FOR COURSE,,,,,,,,,
PSYC,9940A,80353,403,NO BOOKS FOR COURSE,,,,,,,,,
FLME,7110,93088,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
MUS,8620,90974,403,NO BOOKS FOR COURSE,,,,,,,,,
KH,4360,83230,403,ACSM's Guidelines for Exercise Testing & Prescription (Spiral Bound),Required,"Used $22.68, Used $42.75, New $56.70,",Edition: 11th,ISBN: 9781975150181,Author: ACSM,Publisher: Wolters Kluwer Health / Lippincott Williams & Wilkins,Formats: Spiral,Copyright Year: 2021,Publication Date: TBD
KH,4360,83230,403,Rapid Interpretation of EKG's,Required,"Used $21.98, New $37.46, Used $37.50, New $49.95,",Edition: 6th,ISBN: 9780912912066,Author: Dubin,Publisher: Cover Publishing Company,Formats: PAPERBACK,Copyright Year: 2000,Publication Date: TBD
KH,4360,83230,403,Clinical Exercise Physiology,Required,"Used $95.25, New $127.00,",Edition: 5th,ISBN: 9781718200449,Author: Ehrman,Publisher: Human Kinetics,Formats: PAPERBACK,Copyright Year: 2022,Publication Date: TBD
ACCT,8740,83271,403,NO BOOKS FOR COURSE,,,,,,,,,
MUS,7220,89547,403,NO BOOKS FOR COURSE,,,,,,,,,
DPP,4500,87879,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
MUS,7060,82555,403,NO BOOKS FOR COURSE,,,,,,,,,
POLS,4952,84780,403,NO BOOKS FOR COURSE,,,,,,,,,
PHPH,8820,85595,403,NO BOOKS FOR COURSE,,,,,,,,,
NURS,7120,82718,403,"Theory & Practice of Counseling & Psychotherapy,Updated 10th edition/Enhanced",Required,"Used $115.19, Digital $50.99, Used $205.75, New $274.25,",Edition: 10th,ISBN: 9780357671429,Author: Corey,Publisher: Cengage Learning,"Formats: PAPERBACK, BryteWave Format",Copyright Year: 2017,Publication Date: TBD
SOCI,4122,85283,403,"Death, Society, & Human Experience",Required,"Used $84.00, New $130.00, Used $150.00, New $200.00,",Edition: 12th,ISBN: 9781138292406,Author: Kastenbaum,Publisher: Routledge,Formats: PAPERBACK,Copyright Year: 2018,Publication Date: TBD
CHEM,6410,92516,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
NEUR,4420,85730,403,"Intro to Behavioral Endocrinology, Sixth Edition",Required,"Digital $64.99, Digital $74.98, New $199.99, Digital $99.98,",Edition: 6th,ISBN: 9780197542750,Author: Nelson,Publisher: Oxford University Press C/O INGRAM DISTRIBUTION SOLUTIONS,"Formats: Hardcover, BryteWave Format",Publication Date: TBD,
BIOL,6930,91891,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
BIOL,4284,91880,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
PMAP,3005,82721,403,NO BOOKS FOR COURSE,,,,,,,,,
BIOL,6687,86410,403,McMinn's Clinical Atlas of Human Anatomy (w/BindIn Access),Required,"Used $63.75,",Edition: 8th,ISBN: 9780702073328,Author: Abrahams,Publisher: Elsevier Science & Technology Books,Formats: PAPERBACK,Copyright Year: 2019,Publication Date: TBD
BIOL,4104,86627,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
BIOL,8710,91895,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
BIOL,6292,86346,403,NO BOOKS FOR COURSE,,,,,,,,,
NUTR,3160,87029,403,NO BOOKS FOR COURSE,,,,,,,,,
BIOL,6284,91881,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
BMSC,6040,84819,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
MUS,4010,81353,403,NO BOOKS FOR COURSE,,,,,,,,,
PSYC,8610,93004,403,Physiology of Behavior (RRPHE),Required,"Used $79.99, New $79.99, Digital $43.96, Digital $110.25, Digital $110.25,",Edition: 13th,ISBN: 9780135709832,Author: Carlson,Publisher: PH - (Rental Rev Share) IST from 1594 ONLY,Formats: BryteWave Format,Copyright Year: 2021,Publication Date: TBD
PSYC,8610,93004,403,Revel for Physiology of Behavior -- Access Card,Required,"Digital $120.00,",Edition: 13th,ISBN: 9780135455326,Author: Birkett,Publisher: Pearson,Formats: BryteWave Format,Copyright Year: 2021,Publication Date: TBD
RT,3050,80368,403,Mosby's Drug Reference for Health Professions,Required,"Used $21.20, New $39.74, Used $39.75, New $52.99,",Edition: 6th,ISBN: 9780323320696,Author: Mosby,Publisher: Elsevier HlthSciences Division,Formats: PAPERBACK,Copyright Year: 2017,Publication Date: TBD
BMSC,7270,91342,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
FI,9100,92574,403,NO BOOKS FOR COURSE,,,,,,,,,
GEOS,6650,86430,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
SW,2000,83217,403,NO BOOKS FOR COURSE,,,,,,,,,
SW,4350,82867,403,Practical Radicals,Required,"New $30.99,",ISBN: 9781620978214,Author: Bhargava,Publisher: New Press,Formats: Hardcover,Publication Date: TBD,,
NEUR,8790,90812,403,"Free ""Open Educational Resources"" are required for this course. Please see your Instructor.",,,,,,,,,
NEUR,8790,91771,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
MK,4200,87968,403,Marketing Research,Required,"Used $71.19, New $127.13, Digital $44.50, Used $127.25, New $169.50, Digital $105.95,",Edition: 13th,ISBN: 9781119497585,Author: Kumar,"Publisher: John Wiley & Sons, Incorporated","Formats: PAPERBACK, BryteWave Format",Copyright Year: 2019,Publication Date: TBD
POLS,4290,90830,403,Macro Polity,Required,"New $49.99,",ISBN: 9780521564854,Author: Erikson,Publisher: CAMBRIDGE UNIV PRESS.,Formats: PAPERBACK,Copyright Year: 2002,Publication Date: TBD,
MUS,1083,82873,403,NO BOOKS FOR COURSE,,,,,,,,,
AAS,6020,90682,403,We Refuse,Required,"New $30.00,",ISBN: 9781541602908,Author: Carter Jackson,Publisher: Hachette Book Group,Formats: Hardcover,Copyright Year: 2024,Publication Date: TBD,
AAS,6020,90682,403,Negroes and the Gun,Required,"Used $15.00, New $19.95,",ISBN: 9781616148393,Author: Johnson,"Publisher: Prometheus Books, Publishers",Formats: PAPERBACK,Copyright Year: 2014,Publication Date: TBD,
AAS,6020,90682,403,Black Movements in America,Required,"Digital $60.66,",ISBN: 9781135224752,Author: Robinson,"Publisher: Taylor & Francis Group, LLC",Formats: BryteWave Format,Publication Date: TBD,,
AAS,6020,90682,403,"Political Process and the Development of Black Insurgency, 1930-1970",Required,"Digital $32.99,",ISBN: 9780226555553,Author: McAdam,Publisher: University of Chicago Press,Formats: BryteWave Format,Publication Date: TBD,,
RT,6025,85218,403,Wilkins' Clinical Assessment in Respiratory Care,Required,"Used $76.50, New $101.99,",Edition: 9th,ISBN: 9780323696999,Author: Heuer,Publisher: Elsevier HlthSciences Division,Formats: PAPERBACK,Copyright Year: 2022,Publication Date: TBD
THEA,2010,92127,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
EPSF,8640,92135,403,On Critical Race Theory,Required,"New $19.00,",ISBN: 9780593446461,Author: Ray,Publisher: Penguin Random House LLC,Formats: PAPERBACK,Copyright Year: 2023,Publication Date: TBD,
BMSC,4310,92506,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
MUS,1090,82972,403,NO BOOKS FOR COURSE,,,,,,,,,
THEA,3300,85920,403,NO BOOKS FOR COURSE,,,,,,,,,
MATH,8500,91641,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
PMAP,9181,84382,403,NO BOOKS FOR COURSE,,,,,,,,,
TEXT,3910,92596,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
PMAP,8900,86081,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
RELS,6280,91609,403,Womanist Idea,Required,"Used $48.00, New $63.99,",ISBN: 9780415886833,Author: Maparyan,Publisher: Routledge,Formats: PAPERBACK,Copyright Year: 2012,Publication Date: TBD,
RELS,6280,91609,403,Teaching to Live,Required,"New $29.95,",ISBN: 9780197663424,Author: Wright,Publisher: Oxford University Press C/O INGRAM DISTRIBUTION SOLUTIONS,Formats: Hardcover,Publication Date: TBD,,
RELS,6280,91609,403,Healing Justice Lineages,Recommended,"New $19.95,",ISBN: 9781623177140,Author: Page,Publisher: North Atlantic Books,Formats: PAPERBACK,Publication Date: TBD,,
AAS,6013,89288,403,NO BOOKS FOR COURSE,,,,,,,,,
AL,8270,92216,403,Discourse Analysis,Required Choose Only 1 of 2,"Used $30.75,",Edition: 2nd,ISBN: 9781441167620,Author: Paltridge,Publisher: Bloomsbury Academic,Formats: PAPERBACK,Copyright Year: 2012,Publication Date: TBD
AL,8270,92216,403,Discourse Analysis,Required Choose Only 1 of 2,"New $130.00,",Edition: 3rd,ISBN: 9781350093638,Author: Paltridge,Publisher: Bloomsbury Academic,Formats: Hardcover,Publication Date: TBD,
MATH,8440,91640,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
MUS,1080,87501,403,NO BOOKS FOR COURSE,,,,,,,,,
3DS,3900,91994,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
PSYC,8620,88885,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
IEP,830,82288,403,Impressions 1 : Reading,Required,"Used $29.88, Used $45.00, New $59.75,",ISBN: 9780618410262,Author: Benz,Publisher: Cengage Learning,Formats: PAPERBACK,Copyright Year: 2008,Publication Date: TBD,
IEP,830,82288,403,Reading Explorer 3,Required,"Used $28.00, Used $52.50, New $70.00,",Edition: 3rd,ISBN: 9780357116272,Author: Bohlke,Publisher: Cengage Learning,Formats: PAPERBACK,Publication Date: TBD,
LGLS,4020,90356,403,Entrepreneur's Legal Companion,Required,"Used $32.76, New $62.40, Used $58.50, New $78.00,",Edition: 2nd,ISBN: 9781683284192,Author: Davidson,Publisher: West Academic,Formats: PAPERBACK,Copyright Year: 2017,Publication Date: TBD
MUS,4010,89614,403,NO BOOKS FOR COURSE,,,,,,,,,
BMSC,8010,85846,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
MUS,4210,82944,403,Behind Bars,Required,"Used $44.00, New $82.50, Used $82.50, New $110.00,",ISBN: 9780571514564,Author: Gould,"Publisher: Faber & Faber, Incorporated",Formats: PAPERBACK,Copyright Year: 2011,Publication Date: TBD,
MATH,4301,85902,403,"Free ""Open Educational Resources"" are required for this course. Please see your Instructor.",,,,,,,,,
BMSC,6800,92971,403,NO BOOKS FOR COURSE,,,,,,,,,
URB,3020,90308,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
WLC,8330,88643,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
MK,4850,88954,403,ExEC Curriculum (Access Code),Required,"New $144.25,",ISBN: 9780692946084,Author: Wilcox,"Publisher: Together Tech, LLC (EMAIL PO's ONLY)",,Copyright Year: 2011,Publication Date: TBD,
MK,4850,88954,403,Traction,Required,"Used $11.18, New $20.96, Used $21.00, New $27.95,",ISBN: 9781591848363,Author: Weinberg,Publisher: Penguin Group USA Inc,Formats: Hardcover,Publication Date: TBD,,
MUS,6480,88126,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
PHIL,4855,92669,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
WGSS,3710,91831,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
MATH,6010,82466,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
CSD,4570,90105,403,Handbook of Clinical Audiology (w/Bind-in Access Code),Required,"New $137.99,",Edition: 7th,ISBN: 9781451191639,Author: Katz,Publisher: Wolters Kluwer Health / Lippincott Williams & Wilkins,,Copyright Year: 2015,Publication Date: TBD
NURS,8120,81373,403,"Free ""Open Educational Resources"" are required for this course. Please see your Instructor.",,,,,,,,,
RT,6111,81565,403,Egan's Fundamentals of Respiratory Care,Required,"Used $67.62, New $128.79, Used $120.75, New $160.99,",Edition: 12th,ISBN: 9780323811217,Author: Kacmarek,Publisher: Elsevier HlthSciences Division,Formats: PAPERBACK,Copyright Year: 2020,Publication Date: TBD
RT,6111,81565,403,Mosby's Respiratory Care Equipment,Required,"Used $50.40, New $77.99, Used $90.00, New $119.99,",Edition: 11th,ISBN: 9780323712217,Author: Cairo,Publisher: Elsevier HlthSciences Division,Formats: PAPERBACK,Publication Date: TBD,
RT,6111,81565,403,Workbook for Egan's Fundamentals of Respiratory Care,Required,"Used $21.20, New $42.39, Used $39.75, New $52.99,",Edition: 12th,ISBN: 9780323553667,Author: Kacmarek,Publisher: Elsevier HlthSciences Division,Formats: PAPERBACK,Publication Date: TBD,
POLS,8200,84242,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
WGSS,3120,91859,403,Committed,Required,"Used $12.00, New $16.00,",ISBN: 9780143118701,Author: Gilbert,Publisher: Penguin Group USA Inc,Formats: PAPERBACK,Copyright Year: 2010,Publication Date: TBD,
AE,4200,82583,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
ENI,3101,88103,403,Entrepreneurship,Required,"New $45.50,",ISBN: 9781975076344,Author: Openstax,Publisher: Kendall Hunt Publishing Company,,Copyright Year: 2021,Publication Date: TBD,
RT,6050,81564,403,Mosby's Drug Reference for Health Professions,Required,"Used $21.20, New $39.74, Used $39.75, New $52.99,",Edition: 6th,ISBN: 9780323320696,Author: Mosby,Publisher: Elsevier HlthSciences Division,Formats: PAPERBACK,Copyright Year: 2017,Publication Date: TBD
ECON,9610,91420,403,Course Materials have not been determined. Check back soon for updates.,,,,,,,,,
