SUBJECT,COURSE,SECTION,courseTitle,BOOKTITLE,ISBN,PUBLISHER,REQUIRED,PRICES,MinPrice,enrollment,MinVal
ART,1020,15944,TWO-DIMENSIONAL DESIGN,Course Materials have not been determined. Check back soon for updates.,,,,,,18,
ART,1020,15969,TWO-DIMENSIONAL DESIGN,Course Materials have not been determined. Check back soon for updates.,,,,,,12,
ART,1020,16964,TWO-DIMENSIONAL DESIGN,Course Materials have not been determined. Check back soon for updates.,,,,,,18,
ART,1020,19447,TWO-DIMENSIONAL DESIGN,Course Materials have not been determined. Check back soon for updates.,,,,,,18,
ART,1030,11048,THREE-DIMENSIONAL DESIGN,NO BOOKS FOR COURSE,,,,,,17,
ART,1030,11049,THREE-DIMENSIONAL DESIGN,Course Materials have not been determined. Check back soon for updates.,,,,,,17,
ART,1030,11294,THREE-DIMENSIONAL DESIGN,Course Materials have not been determined. Check back soon for updates.,,,,,,17,
ART,1030,12234,THREE-DIMENSIONAL DESIGN,Course Materials have not been determined. Check back soon for updates.,,,,,,17,
ART,1030,12681,THREE-DIMENSIONAL DESIGN,Course Materials have not been determined. Check back soon for updates.,,,,,,16,
ART,1030,14239,THREE-DIMENSIONAL DESIGN,NO BOOKS FOR COURSE,,,,,,17,
ART,1030,16042,THREE-DIMENSIONAL DESIGN,NO BOOKS FOR COURSE,,,,,,16,
ART,1050,11375,INTRODUCTORY STUDIO,Course Materials have not been determined. Check back soon for updates.,,,,,,18,
ART,1050,11376,INTRODUCTORY STUDIO,Course Materials have not been determined. Check back soon for updates.,,,,,,18,
ART,1050,15300,INTRODUCTORY STUDIO,Course Materials have not been determined. Check back soon for updates.,,,,,,8,
ART,1050,15703,INTRODUCTORY STUDIO,Course Materials have not been determined. Check back soon for updates.,,,,,,18,
ART,1050,15704,INTRODUCTORY STUDIO,NO BOOKS FOR COURSE,,,,,,18,
ART,1050,17659,INTRODUCTORY STUDIO,Course Materials have not been determined. Check back soon for updates.,,,,,,14,
ART,1050,18343,INTRODUCTORY STUDIO,Course Materials have not been determined. Check back soon for updates.,,,,,,10,
ART,1050,18344,INTRODUCTORY STUDIO,Course Materials have not been determined. Check back soon for updates.,,,,,,19,
ART,1301,16202,"ART, SOCIETY, AND CULTURE",Course Materials have not been determined. Check back soon for updates.,,,,,,97,
ART,1301,16637,"ART, SOCIETY, AND CULTURE",Course Materials have not been determined. Check back soon for updates.,,,,,,97,
ART,3400,17421,"SPACE,SCALE,TIME:DIGITAL POSS",Course Materials have not been determined. Check back soon for updates.,,,,,,19,
ART,3910,12854,CRIT ISSUES IN CONTEMP ART,Course Materials have not been determined. Check back soon for updates.,,,,,,27,
ART,3910,15804,CRIT ISSUES IN CONTEMP ART,Course Materials have not been determined. Check back soon for updates.,,,,,,13,
ART,3910,16378,CRIT ISSUES IN CONTEMP ART,Course Materials have not been determined. Check back soon for updates.,,,,,,21,
ART,3910,18595,CRIT ISSUES IN CONTEMP ART,Course Materials have not been determined. Check back soon for updates.,,,,,,22,
ART,4000,20884,PRACTICAL SKILLS IN ARTS ADMIN,Course Materials have not been determined. Check back soon for updates.,,,,,,8,
ART,4500,16204,CAPSTONE - CTW,Course Materials have not been determined. Check back soon for updates.,,,,,,14,
ART,4500,17748,CAPSTONE - CTW,Course Materials have not been determined. Check back soon for updates.,,,,,,15,
ART,4500,18753,CAPSTONE - CTW,Course Materials have not been determined. Check back soon for updates.,,,,,,15,
ART,4500,19869,CAPSTONE - CTW,Course Materials have not been determined. Check back soon for updates.,,,,,,15,
ART,4500,22441,HON CAPSTONE - CTW,Course Materials have not been determined. Check back soon for updates.,,,,,,1,
ART,4870,11430,HONORS THESIS:  RESEARCH,Course Materials have not been determined. Check back soon for updates.,,,,,,0,
ART,4870,12637,HONORS THESIS:  RESEARCH,Course Materials have not been determined. Check back soon for updates.,,,,,,0,
ART,4880,12297,HONORS THESIS:  WRITING,Course Materials have not been determined. Check back soon for updates.,,,,,,0,
ART,4980,10644,SPECIAL PROBLEMS,Course Materials have not been determined. Check back soon for updates.,,,,,,0,
ART,4980,11013,SPECIAL PROBLEMS,Course Materials have not been determined. Check back soon for updates.,,,,,,0,
ART,4980,11018,SPECIAL PROBLEMS,Course Materials have not been determined. Check back soon for updates.,,,,,,0,
ART,4980,11019,SPECIAL PROBLEMS,Course Materials have not been determined. Check back soon for updates.,,,,,,1,
ART,4980,11051,SPECIAL PROBLEMS,Course Materials have not been determined. Check back soon for updates.,,,,,,0,
ART,4980,11147,SPECIAL PROBLEMS,Course Materials have not been determined. Check back soon for updates.,,,,,,0,
ART,4980,11426,SPECIAL PROBLEMS,Course Materials have not been determined. Check back soon for updates.,,,,,,0,
ART,4980,11427,SPECIAL PROBLEMS,Course Materials have not been determined. Check back soon for updates.,,,,,,0,
ART,4980,11441,SPECIAL PROBLEMS,Course Materials have not been determined. Check back soon for updates.,,,,,,0,
ART,4980,12315,SPECIAL PROBLEMS,Course Materials have not been determined. Check back soon for updates.,,,,,,1,
ART,4980,12316,SPECIAL PROBLEMS,Course Materials have not been determined. Check back soon for updates.,,,,,,2,
ART,4980,12470,SPECIAL PROBLEMS,Course Materials have not been determined. Check back soon for updates.,,,,,,0,
ART,4980,14249,SPECIAL PROBLEMS,Course Materials have not been determined. Check back soon for updates.,,,,,,0,
ART,4980,15466,SPECIAL PROBLEMS,Course Materials have not been determined. Check back soon for updates.,,,,,,1,
ART,4980,15899,SPECIAL PROBLEMS,NO BOOKS FOR COURSE,,,,,,0,
ART,4980,16589,SPECIAL PROBLEMS,NO BOOKS FOR COURSE,,,,,,0,
ART,4980,16590,SPECIAL PROBLEMS,Course Materials have not been determined. Check back soon for updates.,,,,,,0,
ART,6500,22107,PROF PRACTICES IN ART,Course Materials have not been determined. Check back soon for updates.,,,,,,1,
ART,6980,20885,DIRCTD STDY: MUSEUM PRACTICES,Course Materials have not been determined. Check back soon for updates.,,,,,,0,
ARTA,4800,18328,ARTS ADMINISTRATION TOPICS,Course Materials have not been determined. Check back soon for updates.,,,,,,5,
ARTA,4800,18329,HON ARTS ADMINISTRATION TOPICS,Course Materials have not been determined. Check back soon for updates.,,,,,,2,
AS,3230,19514,FINANCIAL MATHEMATICS,Course Materials have not been determined. Check back soon for updates.,,,,,,5,
AS,3230L,19515,FINANCIAL MATHEMATICS LAB,Course Materials have not been determined. Check back soon for updates.,,,,,,1,
AS,4140,20078,PROBABILITY,Course Materials have not been determined. Check back soon for updates.,,,,,,7,
AS,4140L,16395,PROBABILITY LAB,Course Materials have not been determined. Check back soon for updates.,,,,,,5,
AS,4389,10056,DIR READ IN ACT SCI,Course Materials have not been determined. Check back soon for updates.,,,,,,1,
AS,8140,21328,PROBABILITY,Course Materials have not been determined. Check back soon for updates.,,,,,,11,
AS,8360,19634,LOSS MODEL &amp; RATEMAKING,Course Materials have not been determined. Check back soon for updates.,,,,,,6,
ASL,1001,22547,ELEM AMERICAN SIGN LANGUAGE I,Course Materials have not been determined. Check back soon for updates.,,,,,,12,
ASL,1002,22366,ELEM AMERICAN SIGN LANGUAGE II,Course Materials have not been determined. Check back soon for updates.,,,,,,17,
ASL,1002,22546,ELEM AMERICAN SIGN LANGUAGE II,Course Materials have not been determined. Check back soon for updates.,,,,,,7,
ASTR,1000,11105,INTRODUCTION TO THE UNIVERSE,NO BOOKS FOR COURSE,,,,,,60,
ASTR,1000,14135,INTRODUCTION TO THE UNIVERSE,NO BOOKS FOR COURSE,,,,,,116,
ASTR,1000,17664,INTRODUCTION TO THE UNIVERSE,NO BOOKS FOR COURSE,,,,,,60,
ASTR,1010K,13754,ASTRONOMY OF THE SOLAR SYSTEM,Course Materials have not been determined. Check back soon for updates.,,,,,,24,
ASTR,1010K,13755,ASTRONOMY OF THE SOLAR SYSTEM,Course Materials have not been determined. Check back soon for updates.,,,,,,24,
ASTR,1010K,13756,ASTRONOMY OF THE SOLAR SYSTEM,Course Materials have not been determined. Check back soon for updates.,,,,,,24,
ASTR,1010K,13757,ASTRONOMY OF THE SOLAR SYSTEM,Course Materials have not been determined. Check back soon for updates.,,,,,,24,
ASTR,1010K,13758,ASTRONOMY OF THE SOLAR SYSTEM,Course Materials have not been determined. Check back soon for updates.,,,,,,24,
ASTR,1010K,13767,ASTRONOMY OF THE SOLAR SYSTEM,Course Materials have not been determined. Check back soon for updates.,,,,,,24,
ASTR,1010K,13768,ASTRONOMY OF THE SOLAR SYSTEM,Course Materials have not been determined. Check back soon for updates.,,,,,,24,
ASTR,1010K,13769,ASTRONOMY OF THE SOLAR SYSTEM,Course Materials have not been determined. Check back soon for updates.,,,,,,24,
ASTR,1010K,13770,ASTRONOMY OF THE SOLAR SYSTEM,Course Materials have not been determined. Check back soon for updates.,,,,,,24,
ASTR,1010K,13771,ASTRONOMY OF THE SOLAR SYSTEM,Course Materials have not been determined. Check back soon for updates.,,,,,,24,
ASTR,1010K,13772,ASTRONOMY OF THE SOLAR SYSTEM,Course Materials have not been determined. Check back soon for updates.,,,,,,24,
ASTR,1010K,13774,ASTRONOMY OF THE SOLAR SYSTEM,Course Materials have not been determined. Check back soon for updates.,,,,,,24,
ASTR,1010K,13775,ASTRONOMY OF THE SOLAR SYSTEM,Course Materials have not been determined. Check back soon for updates.,,,,,,24,
ASTR,1010K,13777,ASTRONOMY OF THE SOLAR SYSTEM,Course Materials have not been determined. Check back soon for updates.,,,,,,24,
ASTR,1010K,13778,ASTRONOMY OF THE SOLAR SYSTEM,Course Materials have not been determined. Check back soon for updates.,,,,,,24,
ASTR,1010K,13779,ASTRONOMY OF THE SOLAR SYSTEM,Course Materials have not been determined. Check back soon for updates.,,,,,,23,
ASTR,1010K,15759,ASTRONOMY OF THE SOLAR SYSTEM,Course Materials have not been determined. Check back soon for updates.,,,,,,23,
ASTR,1010K,15771,ASTRONOMY OF THE SOLAR SYSTEM,Course Materials have not been determined. Check back soon for updates.,,,,,,24,
ASTR,1020K,13782,STELLAR AND GALACTIC ASTRONOMY,Course Materials have not been determined. Check back soon for updates.,,,,,,13,
ASTR,1020K,13783,STELLAR AND GALACTIC ASTRONOMY,Course Materials have not been determined. Check back soon for updates.,,,,,,19,
ASTR,1020K,13784,STELLAR AND GALACTIC ASTRONOMY,Course Materials have not been determined. Check back soon for updates.,,,,,,22,
ASTR,1020K,13785,STELLAR AND GALACTIC ASTRONOMY,Course Materials have not been determined. Check back soon for updates.,,,,,,24,
ASTR,1020K,13786,STELLAR AND GALACTIC ASTRONOMY,Course Materials have not been determined. Check back soon for updates.,,,,,,24,
ASTR,1020K,13789,STELLAR AND GALACTIC ASTRONOMY,Course Materials have not been determined. Check back soon for updates.,,,,,,24,
ASTR,1020K,13790,STELLAR AND GALACTIC ASTRONOMY,Course Materials have not been determined. Check back soon for updates.,,,,,,24,
ASTR,1020K,13791,STELLAR AND GALACTIC ASTRONOMY,Course Materials have not been determined. Check back soon for updates.,,,,,,14,
ASTR,1020K,13792,STELLAR AND GALACTIC ASTRONOMY,Course Materials have not been determined. Check back soon for updates.,,,,,,20,
ASTR,1020K,13793,STELLAR AND GALACTIC ASTRONOMY,Course Materials have not been determined. Check back soon for updates.,,,,,,12,
ASTR,1020K,13794,STELLAR AND GALACTIC ASTRONOMY,Course Materials have not been determined. Check back soon for updates.,,,,,,24,
ASTR,1020K,13795,STELLAR AND GALACTIC ASTRONOMY,Course Materials have not been determined. Check back soon for updates.,,,,,,23,
ASTR,1020K,13796,STELLAR AND GALACTIC ASTRONOMY,Course Materials have not been determined. Check back soon for updates.,,,,,,24,
ASTR,1020K,13797,STELLAR AND GALACTIC ASTRONOMY,Course Materials have not been determined. Check back soon for updates.,,,,,,24,
ASTR,1020K,13798,STELLAR AND GALACTIC ASTRONOMY,Course Materials have not been determined. Check back soon for updates.,,,,,,24,
ASTR,1020K,20264,STELLAR AND GALACTIC ASTRONOMY,Course Materials have not been determined. Check back soon for updates.,,,,,,24,
ASTR,1020K,20580,STELLAR AND GALACTIC ASTRONOMY,Course Materials have not been determined. Check back soon for updates.,,,,,,24,
ASTR,1020K,20581,STELLAR AND GALACTIC ASTRONOMY,Course Materials have not been determined. Check back soon for updates.,,,,,,14,
ASTR,3520,22360,HON GALACTIC AND EXTRAGALACTIC,Course Materials have not been determined. Check back soon for updates.,,,,,,1,
ASTR,4300,20985,BLACK HOLES AND RELATIVITY,Course Materials have not been determined. Check back soon for updates.,,,,,,3,
ASTR,4999,11023,DIRECTED READINGS,NO BOOKS FOR COURSE,,,,,,0,
ASTR,6310,16058,TEACHING ASTRONOMY LAB PRACTCM,Course Materials have not been determined. Check back soon for updates.,,,,,,5,
ASTR,7020,15549,ASTRONOMY FOR TEACHERS II,Course Materials have not been determined. Check back soon for updates.,,,,,,1,
ASTR,8120,20987,PLASMA PHYSICS &amp; MHD,Course Materials have not been determined. Check back soon for updates.,,,,,,1,
BA,9360,22018,MANAGING AI,Course Materials have not been determined. Check back soon for updates.,,,,,,15,
BCOM,3950,22331,BCOM &amp; PROF DEVEL,Course Materials have not been determined. Check back soon for updates.,,,,,,28,
BCOM,3950,22332,BCOM &amp; PROF DEVEL,Course Materials have not been determined. Check back soon for updates.,,,,,,28,
BCOM,3950,22333,BCOM &amp; PROF DEVEL,Course Materials have not been determined. Check back soon for updates.,,,,,,35,
BCOM,3950,22375,BCOM &amp; PROF DEVEL,Course Materials have not been determined. Check back soon for updates.,,,,,,28,
BIOL,2030,20037,PROFESSIONAL DEVELOPMENT BIOL,Course Materials have not been determined. Check back soon for updates.,,,,,,57,
BIOL,2107L,17842,PRINCIPLES OF BIOLOGY I LAB,Course Materials have not been determined. Check back soon for updates.,,,,,,24,
BIOL,2107L,21908,PRINCIPLES OF BIOLOGY I LAB,Course Materials have not been determined. Check back soon for updates.,,,,,,24,
BIOL,2108L,21909,PRINCIPLES OF BIOLOGY II LAB,Course Materials have not been determined. Check back soon for updates.,,,,,,24,
BIOL,2260L,14669,FOUNDATIONS OF MICROBIO LAB,Course Materials have not been determined. Check back soon for updates.,,,,,,24,
BIOL,2260L,14670,FOUNDATIONS OF MICROBIO LAB,Course Materials have not been determined. Check back soon for updates.,,,,,,24,
BIOL,2260L,14671,FOUNDATIONS OF MICROBIO LAB,Course Materials have not been determined. Check back soon for updates.,,,,,,24,
BIOL,2260L,14672,FOUNDATIONS OF MICROBIO LAB,Course Materials have not been determined. Check back soon for updates.,,,,,,24,
BIOL,2260L,14673,FOUNDATIONS OF MICROBIO LAB,Course Materials have not been determined. Check back soon for updates.,,,,,,24,
BIOL,2260L,14674,FOUNDATIONS OF MICROBIO LAB,Course Materials have not been determined. Check back soon for updates.,,,,,,24,
BIOL,2260L,14675,FOUNDATIONS OF MICROBIO LAB,Course Materials have not been determined. Check back soon for updates.,,,,,,24,
BIOL,2260L,14676,FOUNDATIONS OF MICROBIO LAB,Course Materials have not been determined. Check back soon for updates.,,,,,,24,
BIOL,2260L,14677,FOUNDATIONS OF MICROBIO LAB,Course Materials have not been determined. Check back soon for updates.,,,,,,24,
BIOL,3020,12150,INTRODUCTION TO MARINE BIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,68,
BIOL,3020,12466,HON INTRODUC TO MARINE BIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,2,
BIOL,3240,15990,APPLIED MEDICAL PHYSIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,44,
BIOL,3240,15991,HON APPLIED MEDICAL PHYSIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,4,
BIOL,3250,16559,HUMAN PHYSIOLOGY LAB,Course Materials have not been determined. Check back soon for updates.,,,,,,13,
BIOL,3250,19884,HUMAN PHYSIOLOGY LAB,Course Materials have not been determined. Check back soon for updates.,,,,,,18,
BIOL,3250,22183,HUMAN PHYSIOLOGY LAB,Course Materials have not been determined. Check back soon for updates.,,,,,,16,
BIOL,3430,11419,BIOTECHNOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,55,
BIOL,3440,18517,FUNDAMENTALS OF EVOLUTION,Course Materials have not been determined. Check back soon for updates.,,,,,,17,
BIOL,3740,16556,BIOMEDICAL ETHICS,NO BOOKS FOR COURSE,,,,,,25,
BIOL,3740,18202,BIOMEDICAL ETHICS,NO BOOKS FOR COURSE,,,,,,25,
BIOL,3800,15963,MOLECULAR CELL BIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,30,
BIOL,3800,17331,MOLECULAR CELL BIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,95,
BIOL,3800,18602,MOLECULAR CELL BIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,94,
BIOL,3800,18696,HON MOLECULAR CELL BIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,3,
BIOL,3800,19364,MOLECULAR CELL BIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,60,
BIOL,3820,15422,PLANT BIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,73,
BIOL,3820,15571,HON PLANT BIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,1,
BIOL,3820,17294,PLANT BIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,1,
BIOL,3840,11750,ANIMAL BIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,74,
BIOL,3840,14333,ANIMAL BIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,41,
BIOL,3850,11756,ANIMAL BIOLOGY LAB,Course Materials have not been determined. Check back soon for updates.,,,,,,24,
BIOL,3850,17154,ANIMAL BIOLOGY LAB,Course Materials have not been determined. Check back soon for updates.,,,,,,15,
BIOL,3880,12508,MICROBIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,79,
BIOL,3880,16554,MICROBIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,78,
BIOL,3880,16555,MICROBIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,71,
BIOL,3890,14678,MICROBIOLOGY LAB,Course Materials have not been determined. Check back soon for updates.,,,,,,24,
BIOL,3890,14679,MICROBIOLOGY LAB,Course Materials have not been determined. Check back soon for updates.,,,,,,24,
BIOL,3890,14680,MICROBIOLOGY LAB,Course Materials have not been determined. Check back soon for updates.,,,,,,24,
BIOL,3900,10076,GENETICS,Course Materials have not been determined. Check back soon for updates.,,,,,,64,
BIOL,3900,15333,GENETICS,Course Materials have not been determined. Check back soon for updates.,,,,,,80,
BIOL,3900,15533,HON GENETICS,Course Materials have not been determined. Check back soon for updates.,,,,,,6,
BIOL,3900,20427,GENETICS,Course Materials have not been determined. Check back soon for updates.,,,,,,80,
BIOL,3910,10077,GENETICS LABORATORY,Course Materials have not been determined. Check back soon for updates.,,,,,,22,
BIOL,3910,11757,GENETICS LABORATORY,Course Materials have not been determined. Check back soon for updates.,,,,,,22,
BIOL,3990,20254,INDEPENDENT READINGS,Course Materials have not been determined. Check back soon for updates.,,,,,,0,
BIOL,4040,21034,NEUROETHOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,1,
BIOL,4040,21035,HON NEUROETHOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,0,
BIOL,4045K,15406,GENERAL ECOLOGY-CTW,Course Materials have not been determined. Check back soon for updates.,,,,,,20,
BIOL,4076,16035,EVO-DEVO BIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,16,
BIOL,4076,16036,HON EVO-DEVO BIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,1,
BIOL,4080,19341,CLINICAL NEUROSCIENCE,NO BOOKS FOR COURSE,,,,,,1,
BIOL,4080,19342,HON CLINICAL NEUROSCIENCE,NO BOOKS FOR COURSE,,,,,,0,
BIOL,4100,15132,CELL AND MOLECULAR NEUROSCIENC,Course Materials have not been determined. Check back soon for updates.,,,,,,15,
BIOL,4100,15133,HON CELL &amp; MOLECULAR NEUROSCI,Course Materials have not been determined. Check back soon for updates.,,,,,,0,
BIOL,4102,20429,NEUROBIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,50,
BIOL,4115,21057,MEDICAL NEUROANATOMY,Course Materials have not been determined. Check back soon for updates.,,,,,,23,
BIOL,4115,21058,HON MEDICAL NEUROANATOMY,Course Materials have not been determined. Check back soon for updates.,,,,,,2,
BIOL,4240,12787,ENDOCRINOLOGY,Course Materials are being finalized. Check back soon for updates.,,,,,,31,
BIOL,4241,14588,HORMONES AND BEHAVIOR,Course Materials have not been determined. Check back soon for updates.,,,,,,16,
BIOL,4241,20977,HON HORMONES AND BEHAVIOR,Course Materials have not been determined. Check back soon for updates.,,,,,,2,
BIOL,4278,15962,IMMUNOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,40,
BIOL,4292,15933,LEADERSHIP IN BIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,25,
BIOL,4292,15998,HON LEADERSHIP IN BIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,4,
BIOL,4451,16257,HON AQUATIC POLLUTION &amp; TOXICO,Course Materials have not been determined. Check back soon for updates.,,,,,,0,
BIOL,4451,16258,AQUATIC POLLUTION &amp; TOXICOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,20,
BIOL,4520,19489,FORENSIC DNA ANALYSIS,Course Materials have not been determined. Check back soon for updates.,,,,,,23,
BIOL,4564,16259,ADVANCED GENETICS,Course Materials have not been determined. Check back soon for updates.,,,,,,4,
BIOL,4575,15780,VIROLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,34,
BIOL,4576,18363,NEUROVIROLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,50,
BIOL,4696,10708,LAB IN MOLEC BIOL TECHNIQUES,Course Materials have not been determined. Check back soon for updates.,,,,,,3,
BIOL,4744,12061,BIOSTATISTICS,Course Materials are being finalized. Check back soon for updates.,,,,,,14,
BIOL,4800,12573,PRINCIPLES OF CELLULAR BIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,6,
BIOL,4870,18892,HONORS THESIS I,Course Materials have not been determined. Check back soon for updates.,,,,,,0,
BIOL,4880,12331,HONORS THESIS II,Course Materials have not been determined. Check back soon for updates.,,,,,,0,
BIOL,4880,12484,HONORS THESIS II,Course Materials have not been determined. Check back soon for updates.,,,,,,0,
BIOL,4880,18632,HONORS THESIS II,Course Materials have not been determined. Check back soon for updates.,,,,,,0,
BIOL,4880,18633,HONORS THESIS II,Course Materials have not been determined. Check back soon for updates.,,,,,,0,
BIOL,4880,18634,HONORS THESIS II,Course Materials have not been determined. Check back soon for updates.,,,,,,0,
BIOL,4880,18942,HONORS THESIS II,Course Materials have not been determined. Check back soon for updates.,,,,,,0,
BIOL,4880,22146,HONORS THESIS II,Course Materials have not been determined. Check back soon for updates.,,,,,,3,
BIOL,4905,16056,THEME-BASED BIOLOGY LABORATORY,Course Materials have not been determined. Check back soon for updates.,,,,,,0,
BIOL,4905,22175,T NEUROSCIENCE LABORATORY,Course Materials have not been determined. Check back soon for updates.,,,,,,2,
BIOL,4905,22176,T NEUROSCIENCE LABORATORY,Course Materials have not been determined. Check back soon for updates.,,,,,,2,
BIOL,4910,10078,UNDERGRAD RESEARCH IN BIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,0,
BIOL,4910,10714,UNDERGRAD RESEARCH IN BIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,2,
BIOL,4910,10715,UNDERGRAD RESEARCH IN BIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,0,
BIOL,4910,10716,UNDERGRAD RESEARCH IN BIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,2,
BIOL,4910,10717,UNDERGRAD RESEARCH IN BIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,0,
BIOL,4910,10718,UNDERGRAD RESEARCH IN BIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,0,
BIOL,4910,10719,UNDERGRAD RESEARCH IN BIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,0,
BIOL,4910,10720,UNDERGRAD RESEARCH IN BIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,0,
BIOL,4910,10721,UNDERGRAD RESEARCH IN BIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,0,
BIOL,4910,10722,UNDERGRAD RESEARCH IN BIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,0,
BIOL,4910,10724,UNDERGRAD RESEARCH IN BIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,0,
BIOL,4910,10725,UNDERGRAD RESEARCH IN BIOLOGY,NO BOOKS FOR COURSE,,,,,,0,
BIOL,4910,12082,UNDERGRAD RESEARCH IN BIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,0,
BIOL,4910,12103,UNDERGRAD RESEARCH IN BIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,0,
BIOL,4910,18394,UNDERGRAD RESEARCH IN BIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,1,
BIOL,4910,18731,UNDERGRAD RESEARCH IN BIOLOGY,NO BOOKS FOR COURSE,,,,,,1,
BIOL,4910,18771,UNDERGRAD RESEARCH IN BIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,3,
BIOL,4910,20083,UNDERGRAD RESEARCH IN BIOLOGY,NO BOOKS FOR COURSE,,,,,,2,
BIOL,4910,20180,UNDERGRAD RESEARCH IN BIOLOGY,NO BOOKS FOR COURSE,,,,,,1,
BIOL,4910,20233,UNDERGRAD RESEARCH IN BIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,1,
BIOL,4910,20475,UNDERGRAD RESEARCH IN BIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,2,
BIOL,4910,22114,UNDERGRAD RESEARCH IN BIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,1,
BIOL,4910,22135,UNDERGRAD RESEARCH IN BIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,1,
BIOL,4910,22185,UNDERGRAD RESEARCH IN BIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,0,
BIOL,4915,11920,COLLAB INTERNSHIPS IN BIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,2,
BIOL,4915,13071,COLLAB INTERNSHIPS IN BIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,0,
BIOL,4915,18604,COLLAB INTERNSHIPS IN BIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,0,
BIOL,4916,11330,INTERNSHIPS IN BIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,1,
BIOL,4916,12076,HON INTERNSHIPS IN BIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,0,
BIOL,4916,12091,INTERNSHIPS IN BIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,0,
BIOL,4916,12475,INTERNSHIPS IN BIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,0,
BIOL,4916,14990,INTERNSHIPS IN BIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,0,
BIOL,4916,16131,INTERNSHIPS IN BIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,0,
BIOL,4916,17318,INTERNSHIPS IN BIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,0,
BIOL,4916,17835,INTERNSHIPS IN BIOLOGY,NO BOOKS FOR COURSE,,,,,,0,
BIOL,4916,19069,INTERNSHIPS IN BIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,0,
BIOL,4916,19070,INTERNSHIPS IN BIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,1,
BIOL,4916,22186,INTERNSHIPS IN BIOLOGY,Course Materials have not been determined. Check back soon for updates.,,,,,,0,
